"trip_id","transport_type","origin_station","destination_station","actual_arrival_delay_min","weather_condition","temperature_C","humidity_percent","wind_speed_kmh","precipitation_mm","event_type","peak_hour","is_late"
"T00746","Tram","Station_1","Station_20",-5,"Clear",27.75,56.22,8.63,1.82,"No Event",0,FALSE
"T00747","Tram","Station_19","Station_47",10,"Storm",9.85,55.89,56.11,25.7,"No Event",0,TRUE
"T00748","Bus","Station_26","Station_4",-8,"Fog",19.85,42.48,13.69,1.85,"No Event",0,FALSE
"T00749","Train","Station_25","Station_21",14,"Snow",-11.97,52.31,19.63,14.1,"Sports",0,TRUE
"T00750","Metro","Station_10","Station_3",6,"Clear",20.7,59.82,8.52,1.93,"No Event",0,TRUE
"T00751","Bus","Station_15","Station_45",19,"Clear",16.96,59.56,15.94,1.77,"Concert",0,TRUE
"T00752","Train","Station_22","Station_8",0,"Rain",15.92,51.86,16.83,9.83,"No Event",0,FALSE
"T00753","Train","Station_48","Station_23",3,"Clear",22.34,NA,4.24,2.03,"No Event",0,FALSE
"T00754","Train","Station_21","Station_16",18,"Rain",17.17,44.97,8.47,1.65,"Parade",0,TRUE
"T00755","Train","Station_22","Station_13",8,"Clear",29.29,60.14,10.5,1.84,"No Event",0,TRUE
"T00756","Train","Station_36","Station_3",-1,"Clear",24.23,52.65,13.8,1.98,"No Event",0,FALSE
"T00757","Tram","Station_34","Station_48",1,"Fog",18.69,54.93,16.88,2.15,"No Event",0,FALSE
"T00758","Bus","Station_30","Station_9",-3,"Fog",19.61,49.38,NA,1.62,"No Event",0,FALSE
"T00759","Tram","Station_25","Station_14",8,"Snow",5.94,49.77,13.92,15.34,"No Event",0,TRUE
"T00760","Metro","Station_45","Station_13",12,"Clear",30.51,59.51,10.23,1.66,"No Event",0,TRUE
"T00761","Train","Station_28","Station_7",14,"Snow",7.29,43.39,18.27,13.87,"Parade",0,TRUE
"T00762","Bus","Station_1","Station_15",3,"Snow",3.17,46.81,18.2,14.39,"No Event",0,FALSE
"T00763","Train","Station_49","Station_7",9,"Snow",5.49,NA,6.66,13.59,"No Event",0,TRUE
"T00764","Bus","Station_45","Station_38",0,"Snow",0.859999999999999,43.68,10.98,16.14,"No Event",0,FALSE
"T00765","Tram","Station_4","Station_34",15,"Storm",6.76,47.83,38.79,21.07,"No Event",0,TRUE
"T00766","Bus","Station_7","Station_41",10,"Storm",8.3,46.39,53.4,33.02,"No Event",0,TRUE
"T00767","Metro","Station_49","Station_22",5,"Clear",21.97,53.01,19.31,1.98,"Concert",0,TRUE
"T00768","Metro","Station_9","Station_24",30,"Storm",13.02,43.91,53.92,30.73,"Parade",0,TRUE
"T00769","Bus","Station_36","Station_49",1,"Clear",27,49.68,5.06,1.9,"No Event",0,FALSE
"T00770","Bus","Station_19","Station_37",25,"Fog",19.93,60.77,16.07,1.83,"Concert",0,TRUE
"T00771","Bus","Station_1","Station_44",-1,"Cloudy",19.25,44.03,14.59,2.21,"No Event",0,FALSE
"T00772","Bus","Station_10","Station_1",17,"Rain",24.65,56.88,14.22,5.93,"Concert",0,TRUE
"T00773","Metro","Station_36","Station_10",9,"Storm",16.12,52.18,47.3,18.08,"No Event",0,TRUE
"T00774","Train","Station_9","Station_43",11,"Storm",2.52,51.16,50.79,21.94,"No Event",0,TRUE
"T00775","Bus","Station_45","Station_16",12,"Fog",26.25,54.24,NA,2.18,"No Event",0,TRUE
"T00776","Bus","Station_46","Station_46",37,"Storm",3.56,56.12,51.47,21.16,"No Event",0,TRUE
"T00777","Metro","Station_42","Station_8",-3,"Clear",NA,65.54,22.46,1.92,"Sports",0,FALSE
"T00778","Metro","Station_32","Station_49",0,"Clear",29.16,53.31,12.03,1.94,"No Event",0,FALSE
"T00779","Tram","Station_32","Station_25",-5,"Cloudy",12.82,51.77,10.98,1.46,"No Event",0,FALSE
"T00780","Bus","Station_6","Station_50",27,"Cloudy",20.5,50.6,20.19,2.11,"Festival",1,TRUE
"T00781","Tram","Station_48","Station_12",11,"Cloudy",16.09,54.1,20.86,2.3,"No Event",1,TRUE
"T00782","Metro","Station_38","Station_25",7,"Clear",27.39,50.67,14.4,1.65,"Sports",1,TRUE
"T00783","Metro","Station_17","Station_17",9,"Snow",8.82,53.68,16.14,16.29,"No Event",1,TRUE
"T00784","Train","Station_10","Station_26",9,"Snow",0.550000000000001,45.66,9.1,14.72,"No Event",0,TRUE
"T00785","Bus","Station_50","Station_46",4,"Cloudy",14.94,48.81,25.35,1.66,"No Event",0,FALSE
"T00786","Tram","Station_27","Station_48",-1,"Cloudy",24.86,49.69,20.97,2.16,"No Event",0,FALSE
"T00787","Metro","Station_50","Station_14",-3,"Clear",23.69,52.87,10.52,2.3,"No Event",0,FALSE
"T00788","Metro","Station_35","Station_41",0,"Fog",27.41,58.65,14.29,2.08,"Sports",0,FALSE
"T00789","Tram","Station_21","Station_36",12,"Storm",11.47,45.63,39.74,19.82,"Sports",0,TRUE
"T00790","Train","Station_25","Station_23",6,"Rain",NA,48.66,13.53,5.06,"Concert",0,TRUE
"T00791","Metro","Station_28","Station_43",16,"Snow",NA,53.19,23.03,15.94,"Festival",0,TRUE
"T00792","Bus","Station_47","Station_6",18,"Snow",1.36,45.9,13.44,15.04,"Festival",0,TRUE
"T00793","Metro","Station_15","Station_47",2,"Clear",26.91,60.27,12.69,2.48,"No Event",0,FALSE
"T00794","Bus","Station_4","Station_5",11,"Clear",28.3,52.28,14.96,2.15,"Concert",0,TRUE
"T00795","Tram","Station_29","Station_43",-3,"Rain",20.39,52.52,12.58,12.53,"No Event",0,FALSE
"T00796","Bus","Station_9","Station_25",40,"Rain",18.69,53.67,9.6,11.07,"Protest",0,TRUE
"T00797","Tram","Station_27","Station_18",4,"Cloudy",15.57,56.2,13.6,2.76,"Protest",0,FALSE
"T00798","Bus","Station_26","Station_13",18,"Rain",19.05,49.98,15.96,NA,"No Event",0,TRUE
"T00799","Tram","Station_19","Station_43",19,"Storm",7.65,53.52,39.29,24.07,"No Event",0,TRUE
"T00800","Bus","Station_28","Station_14",21,"Storm",12.28,54.15,46.7,27.08,"Festival",0,TRUE
"T00801","Train","Station_17","Station_28",5,"Snow",9.28,45.4,12.08,13.17,"No Event",0,TRUE
"T00802","Bus","Station_43","Station_18",8,"Storm",14.78,50.55,48.3,13.74,"No Event",0,TRUE
"T00803","Bus","Station_41","Station_28",9,"Storm",17.63,56.63,63.54,29.91,"No Event",0,TRUE
"T00804","Train","Station_42","Station_27",11,"Storm",14.72,62.36,50.55,22.56,"No Event",0,TRUE
"T00805","Metro","Station_50","Station_32",-5,"Cloudy",19.84,47.03,13.98,2.26,"No Event",0,FALSE
"T00806","Metro","Station_20","Station_47",6,"Snow",-1.57,57.55,7.72,15.91,"No Event",0,TRUE
"T00807","Bus","Station_45","Station_9",-4,"Clear",25.9,63.75,18.02,1.76,"No Event",0,FALSE
"T00808","Train","Station_40","Station_40",18,"Snow",20.4,45.88,12.87,13.41,"Festival",0,TRUE
"T00809","Bus","Station_39","Station_32",-3,"Snow",6.05,49.81,18.06,15.22,"No Event",0,FALSE
"T00810","Tram","Station_49","Station_20",7,"Snow",14.1,47.31,18.29,14.23,"No Event",0,TRUE
"T00811","Tram","Station_23","Station_28",4,"Rain",19.15,56.36,14.11,1.37,"No Event",0,FALSE
"T00812","Bus","Station_47","Station_33",5,"Clear",27.03,59.32,2.72,1.62,"No Event",0,TRUE
"T00813","Metro","Station_32","Station_4",11,"Rain",23.95,46.02,17.67,3.91,"Parade",0,TRUE
"T00814","Metro","Station_47","Station_46",-2,"Cloudy",28.03,50.41,14.2,1.98,"Protest",0,FALSE
"T00815","Bus","Station_33","Station_34",9,"Cloudy",22.62,52.02,13.89,NA,"No Event",0,TRUE
"T00816","Bus","Station_46","Station_48",7,"Fog",33.29,54.97,16.37,2.37,"No Event",0,TRUE
"T00817","Tram","Station_5","Station_3",9,"Fog",22.49,52.42,26.67,2.14,"Concert",0,TRUE
"T00818","Metro","Station_43","Station_26",0,"Cloudy",33.62,53.77,13.71,1.83,"No Event",0,FALSE
"T00819","Bus","Station_48","Station_8",-4,"Cloudy",18.58,54.04,20.72,2.2,"No Event",0,FALSE
"T00820","Tram","Station_34","Station_6",8,"Rain",16.89,55.56,17.99,7.19,"No Event",1,TRUE
"T00821","Metro","Station_40","Station_16",16,"Cloudy",12.48,53.01,17.66,2.02,"Parade",1,TRUE
"T00822","Train","Station_11","Station_24",25,"Clear",25.89,64.65,15.23,2.03,"No Event",1,TRUE
"T00823","Tram","Station_50","Station_48",9,"Rain",14.51,53.16,17.29,9.52,"No Event",1,TRUE
"T00824","Metro","Station_3","Station_39",-2,"Cloudy",20.36,69.88,13.64,1.82,"No Event",0,FALSE
"T00825","Metro","Station_33","Station_30",6,"Rain",21.71,49.69,16.42,10.9,"No Event",0,TRUE
"T00826","Tram","Station_11","Station_45",9,"Rain",16.36,39.79,15.71,10.15,"No Event",0,TRUE
"T00827","Train","Station_16","Station_13",26,"Storm",12.29,50.26,43.87,25.05,"No Event",0,TRUE
"T00828","Tram","Station_18","Station_5",0,"Fog",32.89,46.89,7.67,1.87,"Festival",0,FALSE
"T00829","Metro","Station_30","Station_25",-1,"Rain",19.75,61.35,18.01,11.47,"No Event",0,FALSE
"T00830","Bus","Station_48","Station_20",18,"Snow",6.46,53.91,13.79,15.47,"No Event",0,TRUE
"T00831","Bus","Station_10","Station_18",18,"Rain",28.75,55.34,23.81,4.26,"No Event",0,TRUE
"T00832","Tram","Station_18","Station_47",16,"Snow",5.65,46.42,23.89,13.9,"Sports",0,TRUE
"T00833","Metro","Station_38","Station_18",11,"Storm",2.11,55.64,37.62,16.5,"No Event",0,TRUE
"T00834","Bus","Station_19","Station_2",8,"Cloudy",31.68,51.06,15.58,1.83,"No Event",0,TRUE
"T00835","Metro","Station_36","Station_10",8,"Rain",13.3,59.03,4.99,3.83,"Sports",0,TRUE
"T00836","Tram","Station_13","Station_45",12,"Storm",14.43,50.8,41.35,6.82,"No Event",0,TRUE
"T00837","Bus","Station_46","Station_50",13,"Clear",26.49,58,11.4,1.46,"Festival",0,TRUE
"T00838","Metro","Station_3","Station_47",14,"Storm",10.93,54.12,53.17,14.18,"No Event",0,TRUE
"T00839","Bus","Station_10","Station_12",14,"Fog",22.6,45.47,13.35,NA,"No Event",0,TRUE
"T00840","Tram","Station_38","Station_47",-1,"Fog",25.45,57.19,4.27,1.62,"No Event",0,FALSE
"T00841","Metro","Station_1","Station_13",16,"Cloudy",30.32,47.68,9.37,1.8,"No Event",0,TRUE
"T00842","Bus","Station_27","Station_50",24,"Snow",3.81,50.38,6.07,15.47,"Concert",0,TRUE
"T00843","Tram","Station_46","Station_47",3,"Cloudy",22.01,61.08,23.08,2.02,"No Event",0,FALSE
"T00844","Bus","Station_8","Station_11",20,"Snow",15.58,63.06,17.89,14.17,"No Event",0,TRUE
"T00845","Bus","Station_46","Station_19",29,"Snow",3.92,50.1,9.85,13.96,"Festival",0,TRUE
"T00846","Train","Station_42","Station_35",10,"Snow",1.32,47.15,7.85,16.06,"Concert",0,TRUE
"T00847","Train","Station_17","Station_39",8,"Snow",2.46,44.14,6.34,17,"No Event",0,TRUE
"T00848","Tram","Station_9","Station_26",6,"Fog",19.39,38.79,19.49,1.56,"No Event",0,TRUE
"T00849","Train","Station_6","Station_46",4,"Fog",22.78,43.96,21.97,2.35,"No Event",0,FALSE
"T00850","Tram","Station_43","Station_14",2,"Rain",21.21,42.17,8.16,NA,"Sports",0,FALSE
"T00851","Train","Station_25","Station_45",0,"Fog",24.74,48.27,20.41,2.06,"Protest",0,FALSE
"T00852","Bus","Station_39","Station_44",18,"Cloudy",NA,58.72,NA,1.82,"No Event",0,TRUE
"T00853","Tram","Station_49","Station_24",-1,"Fog",24.42,48.63,17.87,1.62,"No Event",0,FALSE
"T00854","Tram","Station_28","Station_41",1,"Cloudy",26.89,46.82,25.68,1.77,"No Event",0,FALSE
"T00855","Bus","Station_33","Station_1",1,"Clear",19.26,NA,14.43,1.79,"No Event",0,FALSE
"T00856","Tram","Station_37","Station_43",8,"Fog",26.73,55.14,12.41,2.08,"Sports",0,TRUE
"T00857","Tram","Station_9","Station_22",3,"Cloudy",8.74,48.69,11.72,2.26,"No Event",0,FALSE
"T00858","Train","Station_18","Station_23",0,"Snow",4.71,42.12,10.61,13.06,"No Event",0,FALSE
"T00859","Tram","Station_21","Station_19",14,"Storm",8.61,58.09,48.47,32.37,"No Event",0,TRUE
"T00860","Metro","Station_2","Station_18",6,"Snow",9.62,45.08,7.65,14.93,"No Event",0,TRUE
"T00861","Bus","Station_43","Station_12",13,"Rain",18.71,52.91,15.16,7.42,"No Event",0,TRUE
"T00862","Train","Station_38","Station_28",8,"Cloudy",NA,53.58,7.61,2.2,"Festival",0,TRUE
"T00863","Train","Station_40","Station_28",9,"Snow",5.5,43.4,22.38,14.18,"Sports",0,TRUE
"T00864","Metro","Station_36","Station_33",-4,"Fog",28.29,57.11,10.2,NA,"No Event",0,FALSE
"T00865","Bus","Station_50","Station_19",11,"Fog",27.95,52.24,10.48,1.92,"Sports",0,TRUE
"T00866","Bus","Station_43","Station_28",21,"Clear",21.04,49.83,12.57,1.96,"Concert",0,TRUE
"T00867","Train","Station_37","Station_49",13,"Storm",6.39,51.46,38.21,NA,"No Event",0,TRUE
"T00868","Tram","Station_15","Station_37",-6,"Cloudy",28.33,50.08,16.16,1.49,"No Event",0,FALSE
"T00869","Train","Station_28","Station_26",5,"Snow",-10.09,52.39,1.28,14,"No Event",0,TRUE
"T00870","Bus","Station_18","Station_35",27,"Storm",12.45,59.1,49.87,10.77,"No Event",0,TRUE
"T00871","Metro","Station_34","Station_34",-5,"Clear",26.21,63.04,14.74,1.64,"Protest",0,FALSE
"T00872","Train","Station_22","Station_35",-2,"Rain",22.49,60.3,15.66,5.02,"No Event",0,FALSE
"T00873","Bus","Station_11","Station_40",41,"Storm",7.43,59.44,42.28,15.19,"Festival",0,TRUE
"T00874","Train","Station_13","Station_16",1,"Clear",29.79,53.36,5.75,2.4,"Sports",0,FALSE
"T00875","Tram","Station_4","Station_38",2,"Cloudy",22.25,52.79,15.76,2.29,"No Event",0,FALSE
"T00876","Train","Station_22","Station_13",24,"Rain",14.98,NA,18.21,6.74,"Protest",1,TRUE
"T00877","Train","Station_7","Station_23",2,"Fog",26.83,48.36,12.27,2.26,"No Event",1,FALSE
"T00878","Bus","Station_43","Station_22",21,"Clear",25.08,49.48,17.53,1.75,"No Event",1,TRUE
"T00879","Bus","Station_24","Station_16",38,"Fog",25.77,56.23,20,1.87,"Concert",1,TRUE
"T00880","Bus","Station_4","Station_28",1,"Rain",27.48,49.47,18.26,15.09,"No Event",0,FALSE
"T00881","Train","Station_28","Station_48",1,"Clear",26.79,49.49,15.72,1.62,"No Event",0,FALSE
"T00882","Tram","Station_15","Station_35",1,"Clear",17.88,45.95,12.51,1.86,"Concert",0,FALSE
"T00883","Metro","Station_1","Station_45",5,"Rain",24.47,54.87,10.14,1.34,"Festival",0,TRUE
"T00884","Metro","Station_3","Station_46",-6,"Cloudy",27.99,61.26,24.49,2.56,"No Event",0,FALSE
"T00885","Bus","Station_14","Station_8",6,"Clear",32.09,52.92,17.91,2,"No Event",0,TRUE
"T00886","Bus","Station_38","Station_44",28,"Rain",20.98,52.15,12.58,-0.31,"No Event",0,TRUE
"T00887","Train","Station_50","Station_22",19,"Storm",13.62,56.57,40.61,13,"Concert",0,TRUE
"T00888","Metro","Station_1","Station_21",0,"Fog",22.5,NA,15.2,1.53,"No Event",0,FALSE
"T00889","Bus","Station_38","Station_26",16,"Clear",19.35,52.36,12.06,2.18,"Festival",0,TRUE
"T00890","Tram","Station_38","Station_40",11,"Storm",12.86,41.88,39.55,14.65,"Concert",0,TRUE
"T00891","Tram","Station_21","Station_21",1,"Clear",28.77,52.51,17.85,2.1,"Concert",0,FALSE
"T00892","Bus","Station_48","Station_25",25,"Cloudy",25.72,56.64,12.94,1.81,"Festival",0,TRUE
"T00893","Bus","Station_29","Station_41",31,"Rain",18.1,61.01,12.88,8.01,"Festival",0,TRUE
"T00894","Metro","Station_5","Station_1",-3,"Clear",NA,47.97,15.27,2.08,"No Event",0,FALSE
"T00895","Metro","Station_49","Station_6",3,"Rain",15.38,64.02,NA,2.87,"No Event",0,FALSE
"T00896","Train","Station_10","Station_23",16,"Snow",0.800000000000001,51.68,12.39,14.14,"Sports",0,TRUE
"T00897","Metro","Station_28","Station_23",8,"Clear",28.02,44.78,NA,2.15,"Parade",0,TRUE
"T00898","Tram","Station_21","Station_43",5,"Cloudy",13.38,50.39,19.89,1.96,"Concert",0,TRUE
"T00899","Tram","Station_50","Station_43",-3,"Cloudy",28.72,55.96,13.52,2.49,"No Event",0,FALSE
"T00900","Bus","Station_7","Station_23",33,"Storm",8.98,54.34,NA,16.19,"Concert",0,TRUE
"T00901","Metro","Station_3","Station_32",-4,"Cloudy",25.46,NA,16.53,1.59,"No Event",0,FALSE
"T00902","Train","Station_45","Station_30",10,"Rain",29.08,54.98,11.77,2.01,"Parade",0,TRUE
"T00903","Tram","Station_47","Station_13",24,"Snow",1.58,49.75,13.15,16.12,"No Event",0,TRUE
"T00904","Tram","Station_20","Station_43",10,"Cloudy",34.31,51.67,11.63,1.84,"Festival",0,TRUE
"T00905","Train","Station_19","Station_18",-2,"Clear",21.7,57.92,15.44,2.53,"No Event",0,FALSE
"T00906","Train","Station_35","Station_23",6,"Cloudy",18.91,48.29,17.49,1.92,"Festival",0,TRUE
"T00907","Tram","Station_4","Station_15",4,"Snow",7.92,47.21,13.83,NA,"No Event",0,FALSE
"T00908","Tram","Station_5","Station_33",7,"Rain",15.19,48.24,NA,2.41,"Sports",0,TRUE
"T00909","Train","Station_1","Station_21",8,"Clear",26.49,44.37,12.17,2.26,"Parade",0,TRUE
"T00910","Tram","Station_4","Station_39",20,"Storm",15.53,48.06,43.45,NA,"Concert",0,TRUE
"T00911","Bus","Station_12","Station_23",41,"Storm",0.809999999999999,57.01,39.75,NA,"Concert",0,TRUE
"T00912","Bus","Station_27","Station_27",4,"Storm",6.67,55.42,45.59,15.13,"No Event",0,FALSE
"T00913","Train","Station_42","Station_45",-4,"Clear",19.69,51.34,7.03,1.93,"No Event",0,FALSE
"T00914","Metro","Station_23","Station_44",24,"Storm",8.96,43.09,42.41,27.52,"Festival",0,TRUE
"T00915","Train","Station_25","Station_18",2,"Cloudy",22.61,52.28,19.4,2,"No Event",0,FALSE
"T00916","Train","Station_21","Station_24",-4,"Clear",17.46,49.65,15.35,1.98,"Sports",1,FALSE
"T00917","Metro","Station_24","Station_47",10,"Clear",18.29,44.23,14.2,1.81,"Concert",1,TRUE
"T00918","Metro","Station_25","Station_40",10,"Clear",18.46,65.25,20.21,2.55,"No Event",1,TRUE
"T00919","Metro","Station_45","Station_42",5,"Fog",23.73,59.36,14.97,2.02,"No Event",1,TRUE
"T00920","Bus","Station_46","Station_7",37,"Rain",8.55,57.71,15,4.13,"No Event",0,TRUE
"T00921","Tram","Station_32","Station_50",2,"Fog",28.56,55.47,14.3,2.01,"No Event",0,FALSE
"T00922","Bus","Station_32","Station_48",9,"Fog",18.17,54.07,11.68,1.84,"Festival",0,TRUE
"T00923","Tram","Station_5","Station_20",8,"Fog",25.73,57.12,25.03,2.5,"Sports",0,TRUE
"T00924","Bus","Station_36","Station_27",16,"Rain",19.37,56.35,16.72,8.25,"No Event",0,TRUE
"T00925","Tram","Station_46","Station_6",3,"Fog",31.45,50.43,15.79,1.66,"No Event",0,FALSE
"T00926","Bus","Station_42","Station_27",42,"Storm",16.86,54.08,45.13,19.19,"Concert",0,TRUE
"T00927","Metro","Station_49","Station_9",0,"Clear",21.61,50.53,18.53,2.25,"No Event",0,FALSE
"T00928","Train","Station_42","Station_45",-1,"Clear",25.5,52.3,11.81,2.04,"No Event",0,FALSE
"T00929","Bus","Station_39","Station_31",-8,"Cloudy",36.04,49.43,15.79,2.58,"No Event",0,FALSE
"T00930","Tram","Station_16","Station_21",18,"Snow",1.08,40.68,20.89,14.08,"Festival",0,TRUE
"T00931","Metro","Station_33","Station_26",18,"Storm",17.04,59.59,54.5,9.52,"No Event",0,TRUE
"T00932","Bus","Station_49","Station_40",18,"Rain",18.67,47.07,15.24,6.53,"No Event",0,TRUE
"T00933","Bus","Station_21","Station_48",18,"Snow",2.3,55.09,13.19,16.93,"Parade",0,TRUE
"T00934","Metro","Station_9","Station_45",10,"Clear",24.83,57.77,5.89,2.09,"No Event",0,TRUE
"T00935","Bus","Station_6","Station_13",15,"Fog",23.74,58.27,12.93,2.1,"Festival",0,TRUE
"T00936","Train","Station_45","Station_49",-6,"Cloudy",22.19,NA,13.27,1.51,"No Event",0,FALSE
"T00937","Bus","Station_35","Station_23",21,"Cloudy",16.14,46.79,20.97,1.74,"No Event",0,TRUE
"T00938","Train","Station_39","Station_20",2,"Clear",22.07,45.92,17.04,2.03,"No Event",0,FALSE
"T00939","Train","Station_22","Station_37",8,"Storm",8.67,60.49,52.83,20.68,"No Event",0,TRUE
"T00940","Metro","Station_41","Station_28",9,"Snow",3.04,49.38,11.71,14.66,"No Event",0,TRUE
"T00941","Bus","Station_5","Station_17",5,"Cloudy",15.5,47.47,13.39,1.87,"No Event",0,TRUE
"T00942","Metro","Station_42","Station_28",-2,"Clear",22.45,51.91,15.57,1.89,"No Event",0,FALSE
"T00943","Bus","Station_23","Station_41",27,"Storm",22.88,57.81,NA,21,"No Event",0,TRUE
"T00944","Bus","Station_17","Station_2",2,"Clear",29.91,46.34,11.82,2.36,"Concert",0,FALSE
"T00945","Tram","Station_12","Station_25",-6,"Clear",26.33,61.84,15.25,1.85,"Protest",0,FALSE
"T00946","Bus","Station_23","Station_50",27,"Storm",22.28,47.77,45.83,26.82,"Festival",0,TRUE
"T00947","Metro","Station_16","Station_41",6,"Storm",24.14,38.52,50.8,17.91,"No Event",0,TRUE
"T00948","Train","Station_3","Station_6",28,"Storm",10.62,54.52,52.42,17.88,"Festival",0,TRUE
"T00949","Bus","Station_30","Station_11",12,"Clear",22.71,46.98,21.74,2.08,"No Event",0,TRUE
"T00950","Tram","Station_22","Station_38",-3,"Cloudy",18.9,61.26,19.63,2.12,"No Event",0,FALSE
"T00951","Metro","Station_9","Station_6",3,"Rain",26.01,59.94,17.08,4.98,"No Event",0,FALSE
"T00952","Bus","Station_29","Station_45",26,"Rain",27.28,67.07,12.89,8.97,"Sports",0,TRUE
"T00953","Metro","Station_47","Station_11",4,"Clear",21.36,50.34,10.22,1.62,"Festival",0,FALSE
"T00954","Tram","Station_37","Station_14",4,"Clear",19.76,48.4,16.26,1.39,"Concert",0,FALSE
"T00955","Tram","Station_23","Station_2",-5,"Cloudy",31.38,46.58,16.04,1.89,"No Event",0,FALSE
"T00956","Metro","Station_13","Station_40",18,"Storm",5.33,47.07,47.34,20.05,"Concert",0,TRUE
"T00957","Bus","Station_32","Station_3",9,"Clear",20.97,55.39,20.05,2.11,"No Event",0,TRUE
"T00958","Train","Station_46","Station_35",-4,"Fog",28.18,56.9,16.01,2.19,"No Event",0,FALSE
"T00959","Tram","Station_47","Station_33",12,"Storm",18.78,48.41,49.83,9.8,"No Event",0,TRUE
"T00960","Bus","Station_48","Station_24",25,"Clear",28.09,53.46,19.21,2.37,"No Event",0,TRUE
"T00961","Bus","Station_23","Station_19",3,"Fog",26.5,53.68,17.52,2.21,"No Event",0,FALSE
"T00962","Train","Station_45","Station_18",6,"Snow",-3.8,55.34,11.5,15.19,"Sports",0,TRUE
"T00963","Tram","Station_17","Station_49",-2,"Cloudy",19.47,48.53,9.14,2.23,"No Event",0,FALSE
"T00964","Tram","Station_40","Station_24",-5,"Fog",31.63,52.21,13.5,NA,"No Event",0,FALSE
"T00965","Bus","Station_21","Station_45",-10,"Clear",27.31,56.66,14.27,1.75,"No Event",0,FALSE
"T00966","Bus","Station_2","Station_35",30,"Rain",10.48,57.94,14.91,7.64,"Parade",0,TRUE
"T00967","Train","Station_37","Station_1",-1,"Clear",NA,52.49,11.7,2.72,"No Event",0,FALSE
"T00968","Train","Station_6","Station_36",1,"Rain",21.09,56.31,24.3,6.87,"No Event",0,FALSE
"T00969","Tram","Station_44","Station_25",-7,"Cloudy",21.34,61.71,7.62,2.07,"No Event",0,FALSE
"T00970","Metro","Station_18","Station_45",2,"Cloudy",30.94,56.21,17.27,1.78,"Concert",0,FALSE
"T00971","Tram","Station_30","Station_49",9,"Storm",14.71,43.94,45.94,12.09,"No Event",0,TRUE
"T00972","Bus","Station_22","Station_43",24,"Storm",15.55,NA,36.12,12.97,"No Event",1,TRUE
"T00973","Tram","Station_33","Station_34",7,"Rain",20.73,48.62,13.73,3.91,"No Event",1,TRUE
"T00974","Metro","Station_30","Station_25",15,"Rain",13.52,54.58,10.9,9.1,"No Event",1,TRUE
"T00975","Train","Station_17","Station_16",7,"Cloudy",18.57,50.94,18.03,1.85,"No Event",1,TRUE
"T00976","Metro","Station_43","Station_34",-5,"Fog",23.48,53.55,24.54,2.03,"Concert",0,FALSE
